"id_obs","coder_1","coder_2","consensus","sec_create_1","sec_create_2","sec_review_1","sec_review_2","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date","tox_60","tox_70","tox_80","tox_90","insult_60","insult_70","insult_80","insult_90"
295336,1,0,1,6,7,3,0,FALSE,"es",1296865209286635520,"retweeted","#QueSeVayanTodos los 41% de GORILAS VIOLENTOS a URUGUAY y que NO VUELVAN MAS..!!!!",152435629,1,0,1,0,0,1296865209286635520,"2020-08-21T17:42:15.000Z",NA,"No Error",0.52272606,0.349738,0.6120431,0.1954604,"Argentina",NA,NA,"2020-08-21",0,0,0,0,1,0,0,0
300050,0,0,1,9,15,0,0,FALSE,"es",1296874969109078016,"retweeted","#QueSeVayanTodos las tarlipes, que se vaya esta runfla de fachos que nos sumergieron en esta cuarentena infectadura que no sirvió para evitar contagios y tiene decenas de muertes por las fuerzas de seguridad y no deja a un padre dar el adiós a su hija",1523287141,0,0,0,0,0,1296874969109078016,"2020-08-21T18:21:02.000Z",NA,"No Error",0.51980776,0.35368225,0.57566804,0.13734594,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
303904,1,0,1,18,11,15,0,FALSE,"es",1296885481456762880,"retweeted","Siempre fueron y serán corruptos los Peronitas y peor de la mano de los Kircheritas...#QueSeVayanTodos",723306695850647552,0,0,0,0,0,1296885819324739584,"2020-08-21T19:04:08.000Z",723306695850647552,"No Error",0.47173777,0.026936848,0.5723624,0.024753258,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
305403,1,0,1,7,9,3,0,FALSE,"es",1296888828632989696,"retweeted","#QueSeVayanTodos los que sepan que tienen el culo sucio. Este es su momento de evacuar o un Tsunami de no se cuantos millones de personas se los va a llevar puestos",3352846954,0,0,0,0,0,1296888828632989696,"2020-08-21T19:16:06.000Z",NA,"No Error",0.51869136,0.25624833,0.5015486,0.13815513,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
312799,1,0,1,16,6,13,0,FALSE,"es",1296908094392459264,"retweeted","#QueSeVayanTodos los peronistas y los sicarios de turno que les entregan el poder.",926695881876918272,1,0,0,0,0,1296908094392459264,"2020-08-21T20:32:39.000Z",NA,"No Error",0.44393396,0.09649272,0.5130944,0.100830056,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
327190,0,0,1,5,6,0,0,FALSE,"es",1296906082259017728,"retweeted","@stuka345 @VillordoMaria Que revienten las redes!             #QueSeVayanTodos.    #QueGobiernoDeMierda.  #SolangeQEPD",829953670817181696,0,0,1,0,0,1296946936180887552,"2020-08-21T23:07:00.000Z",4143215824,"No Error",0.52811706,0.35076234,0.5678696,0.085497424,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
341053,1,0,1,6,2,0,0,FALSE,"es",1296992545071824896,"retweeted","#QueSeVayanTodos uno más inútil que el otro",2552995394,1,0,0,0,0,1296992545071824896,"2020-08-22T02:08:14.000Z",NA,"No Error",0.48021027,0.023076924,0.5935568,0.021127338,"Argentina",NA,NA,"2020-08-22",0,0,0,0,0,0,0,0
347649,0,0,1,9,6,0,0,FALSE,"es",1297025624561930240,"retweeted","Es lo que son #DictaduraK  #QueSeVayanTodos #GobiernoDeAsesinos #BASTA #ALasCallesYa",188483102,0,0,1,0,0,1297025624561930240,"2020-08-22T04:19:41.000Z",NA,"No Error",0.44573322,0.18538254,0.5130944,0.27637172,"Argentina",NA,NA,"2020-08-22",0,0,0,0,0,0,0,0
350008,0,0,1,6,5,0,0,FALSE,"es",1296947273591554048,"retweeted","@alferdez Alo argentinos!! Nefasto #QueSeVayanTodos",3905099722,0,0,0,0,0,1297051203965202432,"2020-08-22T06:01:19.000Z",149991703,"No Error",0.47119883,0.1762085,0.5130944,0.12076248,"Argentina",NA,NA,"2020-08-22",0,0,0,0,0,0,0,0
361530,0,0,1,5,5,1,0,FALSE,"es",1297534494140968960,"retweeted","@BrunodiazV @gastynap Delincuentes #QueSeVayanTodos",1218646122379476992,3,0,6,0,0,1297547198280982528,"2020-08-23T14:52:13.000Z",4397736075,"No Error",0.47119883,0.13863131,0.5678696,0.17964768,"Argentina",NA,NA,"2020-08-23",0,0,0,0,0,0,0,0
366892,0,0,1,3,6,0,0,FALSE,"es",1298258833135960064,"retweeted","@UnidosXLaGrieta Hay olor a cagazo #QueSeVayanTodos",1258011258110054400,0,0,0,0,0,1298285385974452224,"2020-08-25T15:45:31.000Z",1277643277441925120,"No Error",0.51869136,0.16960317,0.5130944,0.20544581,"Argentina",NA,NA,"2020-08-25",0,0,0,0,0,0,0,0
368771,1,0,1,13,3,0,0,FALSE,"es",1298426464828887040,"retweeted","@Rosario65949778 #QueSeVayanTodos cómplices de las corrupcion. Viven del sobre y tienen al pueblo cagado de hambre",1086361888508792832,0,0,0,0,0,1298767567037911040,"2020-08-26T23:41:32.000Z",1194388305196015616,"No Error",0.44393396,0.029626917,0.48627716,0.034422375,"Argentina",NA,NA,"2020-08-26",0,0,0,0,0,0,0,0
369781,0,0,1,22,9,0,0,FALSE,"es",1299200509040111616,"retweeted","@NicolasLucca @fargosi Cuando pasan estas cosas es cuando todos los que ponemos el voto deberíamos darnos cuenta que los políticos son una casta a la que nada le importa y lamentablemente gobierno y oposición son la misma mierda, hay que votar nuevas alternativas con gente nueva #QueSeVayanTodos",1015782133082853376,1,0,5,0,0,1299299861913841664,"2020-08-28T10:56:41.000Z",74826304,"No Error",0.45921504,0.16960317,0.489133,0.035803676,"Argentina",NA,NA,"2020-08-28",0,0,0,0,0,0,0,0
375031,0,0,1,12,9,0,0,FALSE,"es",1299879038035660800,"retweeted","Que asco me da toda la casta política de esta época de argentina, con la banda de chorros k a la cabeza.... pero difícil encontrar uno que me guste y sea honesto. #QueSeVayanTodos",1296228742277345280,0,0,1,0,0,1299879038035660800,"2020-08-30T01:18:07.000Z",NA,"No Error",0.50789946,0.16960317,0.5739874,0.02855184,"Argentina",NA,NA,"2020-08-30",0,0,0,0,0,0,0,0
397632,0,0,1,9,8,0,0,FALSE,"es",1296108142120632320,"replied_to","Vayan boludos ya eligieron a sus representantes, ustedes no entran ni votan son solo una nota de color #26ATodosAlCongreso",371528539,0,1,0,0,0,1296108142120632320,"2020-08-19T15:33:56.000Z",NA,"No Error",0.44039994,0.023076924,0.5130944,0.008764107,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
502766,0,0,1,8,14,1,0,FALSE,"es",1295163212674015232,"retweeted","@neron50outlook1 A los 63 enterarme que soy mala es muy fuerte #LaMarchaDeLosHDP #YoNoMarcho",4911556451,0,0,0,0,0,1295349243922788352,"2020-08-17T13:18:20.000Z",1202864943974043648,"No Error",0.41168427,0.16960317,0.4125297,0.026479885,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
503899,0,0,0,7,6,0,0,FALSE,"es",1295351954793799680,"retweeted","El vende no consume. El convoca no marcha. No seas gil. #LaMarchaDeLosHDP #YoNoVoy #yonomarcho",176067532,0,0,0,0,0,1295351954793799680,"2020-08-17T13:29:07.000Z",NA,"No Error",0.52272606,0.16960317,0.5739874,0.011094344,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
513532,1,0,1,14,8,0,0,FALSE,"es",1295377686114836480,"retweeted","Nunca asumieron la derrota electoral, por eso hoy en pleno pico de la pandemia, convocan una marcha antigobierno. La república les chupa un huevo, necesitan muertos para caranchear. #YoNoMarcho",204872028,1,0,3,0,0,1295377686114836480,"2020-08-17T15:11:21.000Z",NA,"No Error",0.57271194,0.35094213,0.5723624,0.21332647,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
516110,0,0,1,10,3,0,0,FALSE,"es",1295373593061326848,"retweeted","@Mauricio_A_G_4 Siguiendo #YoNoMarcho en #LaMarchaDeLosHDP",1258565712106438656,1,0,8,0,0,1295382971743121408,"2020-08-17T15:32:22.000Z",1192140046729650176,"No Error",0.43475235,0.16960317,0.4339631,0.02803385,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
523207,1,0,1,13,20,0,0,FALSE,"es",1295401067153362944,"quoted","El corona coso no tiene piernas... usa las de los boludos que van a la marcha ... Por eso #YoNoMarcho",345162988,0,0,0,0,0,1295401067153362944,"2020-08-17T16:44:16.000Z",NA,"No Error",0.47119883,0.023076924,0.54471385,0.011819307,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
524980,1,0,1,4,6,1,0,FALSE,"es",1295405279455121408,"retweeted","Porque es la marcha de los hdp #YoNoMarcho",2874231824,0,0,0,0,0,1295405279455121408,"2020-08-17T17:01:00.000Z",NA,"No Error",0.5566829,0.16960317,0.54525656,0.011327368,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
542276,0,0,0,17,10,0,0,FALSE,"es",1295437810275700736,"retweeted","#YoNoMarcho Los que hoy salen a marchar llenos de odio y fanatismo son suicidas y eventuales asesinos. Que vidas tristes y mediocres deben tener.",1148752356202471424,0,0,0,0,0,1295437810275700736,"2020-08-17T19:10:16.000Z",NA,"No Error",0.4394682,0.16960317,0.5130944,0.1733226,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
549230,1,0,1,37,55,15,0,FALSE,"es",1295445896923152384,"quoted","No sé si reír, llorar, esconder la cara por la vergüenza que me provocan todos estos tarados que no saben ni porque salen, pero putean a mansalva y por cualquier cosa o hacer todo lo anterior nombrado, cuestión que realmente no tienen idea de lo que hacen ni dicen!!! #YoNoMarcho",1247142791593046016,0,1,1,0,0,1295445896923152384,"2020-08-17T19:42:24.000Z",NA,"No Error",0.56269526,0.17009245,0.62169385,0.018537397,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
555152,0,0,0,12,9,0,0,FALSE,"es",1295452619771711488,"quoted","Los que ponen #YoNoMarcho, sepan que esa tibieza es la que le permitió a los Chavistas quedarse con Venezuela. No es momento de ser tibios. Hablo de los que ponen eso y no son zurdos ni peronistas. A esos ni los cuento porque son el cancer mas maligno de la sociedad.",1264421717671399424,0,0,0,0,0,1295452619771711488,"2020-08-17T20:09:07.000Z",NA,"No Error",0.5532103,0.2322566,0.6308392,0.02682521,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
556538,1,0,1,2,10,0,0,FALSE,"es",1295453032050827264,"retweeted","@C5N @rafagpalavecino Son violentos e idiotas #YoNoMarcho #17AContagiarse #MasUnidosQueNunca",279721295,0,0,0,0,0,1295454098402217984,"2020-08-17T20:15:00.000Z",152325528,"No Error",0.51980776,0.12019568,0.6306599,0.036839653,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
556627,1,0,1,12,7,10,0,FALSE,"es",1295455057723428864,"retweeted","Que payasos son, mamitaaaa!! #YoNoMarcho",4476196415,2,0,2,0,0,1295455057723428864,"2020-08-17T20:18:48.000Z",NA,"No Error",0.568186,0.02406851,0.6336687,0.008453408,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
562009,0,0,1,57,18,46,4,FALSE,"es",1295462968558264320,"retweeted","#YoNoMarcho  cuando tengamos la vacuna marcharemos para agradecer al personal de salud, seguridad, a Alberto y Cristina y ahí van a saber lo que es el pueblo. Se van a esconder debajo de la tierra malditos cipayos.",956610595,0,0,0,0,0,1295462968558264320,"2020-08-17T20:50:14.000Z",NA,"No Error",0.51980776,0.16960317,0.6109131,0.02181799,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
563514,1,0,1,30,15,18,0,FALSE,"es",1295464842728480768,"retweeted","Luli de c5n acaba de despedirse diciendo que estan lastimando a la prensa cuando hace 15 min un compañero que está en la marcha le dijo que por suerte los dejan trabajar tranquilos. Así de soretes son los k, viven una realidad paralela. Asquerosos de la sociedad #YoNoMarcho",1288014119812190208,0,0,0,0,0,1295464842728480768,"2020-08-17T20:57:41.000Z",NA,"No Error",0.509388,0.08069076,0.6120431,0.009929225,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
566951,1,0,1,8,13,4,0,FALSE,"es",1295471875242496000,"retweeted","#YoNoMarcho Fuera los ignorantes!!!Fuera los anti todo!!! Es una pandemia pero parece que no se enteraron.Están descerebrados.",1283423146545160192,0,0,0,0,0,1295471875242496000,"2020-08-17T21:25:38.000Z",NA,"No Error",0.5566829,0.035007052,0.65231085,0.012596053,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
567574,1,0,1,13,8,6,0,FALSE,"es",1295472394006679552,"retweeted","#YoNoMarcho y me divierto mucho con las pelotudeces de los decerebrados que estan marchando jajajaj  deberian hacer una marcha por semana para que nos diviertan gratis!!",1034181454144700416,1,0,0,0,0,1295472394006679552,"2020-08-17T21:27:42.000Z",NA,"No Error",0.47473195,0.02406851,0.5678696,0.012803185,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
573961,1,0,1,12,16,4,0,FALSE,"es",1295489586559426560,"retweeted","luchan por la democracia pero quieren echar a un gobierno elegido por la mayoria porque son una basura, siempre igual de golpista, siempre tan clasistas, siempre tan desagradables #PreparaElHelicoptero #YoNoMarcho",1035853355166453760,0,0,2,0,0,1295489586559426560,"2020-08-17T22:36:01.000Z",NA,"No Error",0.509388,0.16960317,0.6099415,0.037530303,"Argentina",NA,NA,"2020-08-17",0,0,0,0,1,0,0,0
601642,0,0,1,11,6,2,0,FALSE,"es",1289568430509694976,"retweeted","HOY AL OBELISCO A OLIVOS Y AL NIDO DE CFK CORRUPTA #1AYoVoy",4837096449,3,0,5,1,0,1289568430509694976,"2020-08-01T14:27:27.000Z",NA,"No Error",0.4269174,0.024725812,0.489133,0.02440793,"Argentina",NA,NA,"2020-08-01",0,0,0,0,0,0,0,0
24580,0,0,1,3,6,0,0,FALSE,"es",1295088478582181888,"retweeted","Berni con covid, no está rompiendo la cuarentena? #GobiernoDePayasos",1212014079419617280,0,0,0,0,0,1295088478582181888,"2020-08-16T20:02:09.000Z",NA,"No Error",0.50759226,0.024819711,0.5935568,0.008556974,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
27034,0,0,1,9,20,1,0,FALSE,"es",1295101696687906816,"retweeted","#GobiernoDePayasos Merecen ser juzgados por corrupción. Porque la amoralidad puede ser condenada pero no juzgada. Reírse de los muertos es uno de los peores insultos que un gobierno puede hacer. Pero esto siempre fue propiedad del KIRCHNERISMO. No te olvides al votar.",1573394551,0,0,0,0,0,1295101696687906816,"2020-08-16T20:54:40.000Z",NA,"No Error",0.4274071,0.034110364,0.5130944,0.039602257,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
27064,0,0,1,6,10,0,0,FALSE,"es",1295101560305922048,"retweeted","Que devolvio el ministerio de salud... Va a ser productor de la vacuna... Y los globosapiens hacen el ridículo!! #GobiernoDePayasos",1246485326719324160,0,0,0,0,0,1295101560305922048,"2020-08-16T20:54:08.000Z",NA,"No Error",0.50759226,0.02453801,0.58196646,0.008401625,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
799,1,0,1,21,15,12,0,FALSE,"es",1294997307251924992,"replied_to","#GobiernoDePayasos de inútiles, mentirosos, ladrones, buchones, liberadores de presos, protectores de estafadores como Cristóbal, etc. etc. etc. #ElPeorGobiernoDeLaHistoria",857218178979688448,0,0,0,0,0,1294997307251924992,"2020-08-16T13:59:52.000Z",NA,"No Error",0.73663366,0.44787344,0.7804726,0.014566151,"Argentina",NA,NA,"2020-08-16",1,1,0,0,1,1,0,0
9496,1,0,1,10,11,5,0,FALSE,"es",1295031537566613504,"replied_to","No hay que tener ninguna neurona activa para votar a este gobierno de inutiles! #GobiernoDePayasos",3393826468,0,0,0,0,0,1295031537566613504,"2020-08-16T16:15:53.000Z",NA,"No Error",0.6289369,0.16960317,0.7065844,0.0101363575,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,1,0,0
9686,1,0,1,4,24,1,0,FALSE,"es",1295033873701769216,"retweeted","No se puede decir más nada de estos mamarrachos #GobiernoDePayasos",182907136,0,0,2,0,0,1295033873701769216,"2020-08-16T16:25:10.000Z",NA,"No Error",0.681338,0.23225488,0.72756535,0.010084574,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,1,0,0
9893,1,0,1,9,7,3,0,FALSE,"es",1294972173476487168,"retweeted","@AgenciaTelam @msalnacion El kirchnerismo no deja de superarse diariamente. Indignos, irrespetuosos, desubicados. Mal nacidos #GobiernoDePayasos",1123234727148904448,0,0,0,0,0,1295033204601225216,"2020-08-16T16:22:31.000Z",208413101,"No Error",0.718943,0.44787344,0.755201,0.013217449,"Argentina",NA,NA,"2020-08-16",1,1,0,0,1,1,0,0
15648,1,0,1,6,7,0,0,FALSE,"es",1295053336278904832,"retweeted","Yo prefiero toda la vida un #GobiernoDePayasos y no un gobierno sádico y hdp como el macrista. Ah me olvidaba Feliz dia Chiques!!",158893543,0,0,1,0,0,1295053336278904832,"2020-08-16T17:42:30.000Z",NA,"No Error",0.75208336,0.50703704,0.7492263,0.02371728,"Argentina",NA,NA,"2020-08-16",1,1,0,0,1,1,0,0
19831,1,0,1,9,10,5,0,FALSE,"es",1295068507965722624,"retweeted","#GobiernoDePayasos . Creo que ya lo he visto a TODO!! IMPOSIBLE DE CREER!!! Son de lo peor HDP!!!! @alferdez",2534029389,0,0,0,0,0,1295068507965722624,"2020-08-16T18:42:48.000Z",NA,"No Error",0.78855824,0.50703704,0.7967344,0.022681303,"Argentina",NA,NA,"2020-08-16",1,1,0,0,1,1,0,0
24768,0,0,0,8,7,2,0,FALSE,"es",1295050375331024896,"retweeted","@soyingridbeck En cualquier parte del mundo es una estupidez. La doble vara es de uds #GobiernoDePayasos",2899999817,0,0,0,0,0,1295087776476561408,"2020-08-16T19:59:22.000Z",329699082,"No Error",0.6342749,0.16960317,0.6991143,0.008764107,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,0,0,0
27927,1,0,1,19,29,16,0,FALSE,"es",1295106259033694208,"retweeted","Se asombran y votaron a Macri, que raro el cerebro del mamerto #GobiernoDePayasos",1207868516080242688,0,0,0,0,0,1295106259033694208,"2020-08-16T21:12:48.000Z",NA,"No Error",0.6491204,0.23224114,0.7090544,0.008789998,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,1,0,0
28510,1,0,1,11,21,8,0,FALSE,"es",1295107484118548480,"retweeted","Me cago en este #GobiernoDePayasos",1220476236172091392,0,1,1,0,0,1295107484118548480,"2020-08-16T21:17:40.000Z",NA,"No Error",0.68408644,0.25624833,0.6675394,0.0113014765,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,0,0,0
31499,1,0,1,10,36,6,0,FALSE,"es",1294999669727285248,"retweeted","@arilijalad Respuesta: #ElPeorGobiernoDeLaHistoria #GobiernoDePayasos #GobiernoDeCientificos #GobiernoDeLaMentira #GobiernoDeInutiles #gobiernodemierda",266026777,0,0,0,0,0,1295125496041279488,"2020-08-16T22:29:15.000Z",176442061,"No Error",0.6611249,0.44787344,0.6798578,0.013321015,"Argentina",NA,NA,"2020-08-16",1,0,0,0,1,0,0,0
34058,1,0,1,7,4,0,0,FALSE,"es",1295146763381334016,"retweeted","@todonoticias Otro inepto más de éste #GobiernoDeMierda #RenunciaBerni #GobiernoDePayasos #RompanLaCuarentena",168292354,0,0,1,0,0,1295154828407177216,"2020-08-17T00:25:48.000Z",25992212,"No Error",0.6827122,0.35368225,0.71120167,0.03649433,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,1,0,0
34714,1,0,1,3,4,0,0,FALSE,"es",1295156303430549504,"retweeted","#GobiernoDePayasos  desnutridos !!!",1201573092826505216,0,0,0,0,0,1295156303430549504,"2020-08-17T00:31:40.000Z",NA,"No Error",0.6308517,0.18538254,0.6831271,0.010395273,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,0,0,0
36100,1,0,1,3,4,0,0,FALSE,"es",1295034646456086528,"retweeted","@ViqueDani @luisnovaresio @lilianachi Otra imbecilidad más del #GobiernoDePayasos",893284975193329664,0,0,0,0,0,1295179414398017536,"2020-08-17T02:03:30.000Z",1473455190,"No Error",0.6308517,0.16960317,0.68668073,0.008311004,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,0,0,0
36604,1,0,1,3,4,0,0,FALSE,"es",1295030749138124800,"retweeted","@Pajara_12 Este inutil no se graduo ni del jardin de infantes.#GobiernoDePayasos",1140785915658493952,0,0,0,0,0,1295183877410099200,"2020-08-17T02:21:14.000Z",2931174211,"No Error",0.62702215,0.16960317,0.71120167,0.010783645,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,1,0,0
41472,1,0,1,9,9,0,0,FALSE,"es",1295433619843014656,"quoted","#YoNoMarcho porque soy un vago inútil, que no quiero laburar y vivo del plan mejor que vos boludo laburante que me mantenes #GobiernoDePayasos #GobiernoCriminal #GobiernoDeCorruptos #CFKAsesina #LadronaDeLaNacionArgentina",169062778,0,0,1,0,0,1295433619843014656,"2020-08-17T18:53:37.000Z",NA,"No Error",0.7105462,0.45895407,0.7497506,0.04718852,"Argentina",NA,NA,"2020-08-17",1,1,0,0,1,1,0,0
41619,1,0,1,3,5,0,0,FALSE,"es",1295378065313366016,"retweeted","@Radio10 Este #GobiernoDePayasos #GobiernoDeMierda 👎",1229118241047490560,0,0,2,0,0,1295422412440428544,"2020-08-17T18:09:05.000Z",18898168,"No Error",0.75208336,0.44787344,0.7492263,0.011819307,"Argentina",NA,NA,"2020-08-17",1,1,0,0,1,1,0,0
42007,1,0,1,6,4,0,0,FALSE,"es",1295443840824991744,"replied_to","@NicolasdelCano Vos cerra el or....to que sos el menos indicado para llamar a la cordura, salí de tu buitrera y pedí justicia por #FacundoAstudilloCastro en este #Gobiernodepayasos",1186315454832357376,0,0,1,0,0,1295460699230150656,"2020-08-17T20:41:13.000Z",374115730,"No Error",0.65996873,0.35368225,0.7090544,0.017674083,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,1,0,0
42106,1,0,1,3,4,0,0,FALSE,"es",1295186736801357824,"retweeted","@diegobranca Vos sos un Noqui sin dignidad GIL #GobiernoDePayasos",1126176294922792960,0,0,0,0,0,1295452690705719296,"2020-08-17T20:09:24.000Z",133398816,"No Error",0.6863638,0.23224801,0.7657292,0.010447056,"Argentina",NA,NA,"2020-08-17",1,0,0,0,1,1,0,0
42846,0,0,0,11,7,0,0,FALSE,"es",1295475764612210688,"quoted","@NataNatalia23 @gabyspepe Son genocidas y tenemos q frenarlos antes q el saldo dañino sea mayor.#GobiernoDePayasos #gobiernodemierda",144289696,0,0,1,0,0,1295557779348955136,"2020-08-18T03:06:59.000Z",535766652,"No Error",0.6611249,0.44969136,0.71120167,0.2836219,"Argentina",NA,NA,"2020-08-18",1,0,0,0,1,1,0,0
43875,0,0,0,10,13,0,0,FALSE,"es",1295879660861927424,"replied_to","@LANACION Que el gobierno se prepare.nadie es impu e eternamente .el 13 salimos de nuevo.#GobiernoDeMierda #GobiernoDePayasos",222518080,0,0,0,0,0,1295881928533585920,"2020-08-19T00:35:02.000Z",33989170,"No Error",0.62136006,0.3498543,0.65129566,0.024062606,"Argentina",NA,NA,"2020-08-19",1,0,0,0,1,0,0,0
44216,1,0,1,7,7,0,0,FALSE,"es",1294348675859316736,"replied_to","@pnique Jajaja que chistoso eres siempre @pnique porque en 7 meses habéis montado un puto caos. #GobiernoDePayasos #GobiernoDimision #GobiernoDeLaMentira #PodemosCloaca #PSOEdebroma",1263802860346712064,0,0,0,0,0,1296049655739031552,"2020-08-19T11:41:32.000Z",25555639,"No Error",0.6491204,0.4195425,0.6677319,0.012647836,"Argentina",NA,NA,"2020-08-19",1,0,0,0,1,0,0,0
48076,1,0,1,3,4,0,0,FALSE,"es",1297168991493009408,"replied_to","@CoqitaUnder No dan más de imbéciles! #GobiernoDePayasos",1068879786,0,0,3,0,0,1297185990650531840,"2020-08-22T14:56:55.000Z",2482800443,"No Error",0.718943,0.23223771,0.755201,0.008945347,"Argentina",NA,NA,"2020-08-22",1,1,0,0,1,1,0,0
48567,0,0,1,15,21,3,0,FALSE,"es",1297296793382858752,"retweeted","Che que pasó con #BrancatelliPelotudo #QueGobiernoDeMierda #QueSeVayanTodos #PreparaElHelicoptero #GobiernoDePayasos #GobiernoDeInutiles que ya no figuran ni entre las 30 tendencias en Argentina?",329380408,2,2,5,0,0,1297296793382858752,"2020-08-22T22:17:12.000Z",NA,"No Error",0.6491204,0.45895407,0.6798578,0.027861187,"Argentina",NA,NA,"2020-08-22",1,0,0,0,1,0,0,0
48988,1,0,1,8,7,5,0,FALSE,"es",1297531886462541824,"retweeted","@clarincom @alferdez definitivamente es un PELOTUDO. #GobiernoDePayasos #GobiernoDeInutiles",1207447871190110208,0,0,2,0,0,1297538483179982848,"2020-08-23T14:17:36.000Z",8105922,"No Error",0.6544696,0.21290472,0.7218519,0.008919456,"Argentina",NA,NA,"2020-08-23",1,0,0,0,1,1,0,0
49057,1,0,1,2,4,0,0,FALSE,"es",1297439654078226432,"retweeted","@Tonicanto1 Puta verguenza de gobierno #GobiernoDePayasos #GobiernoDeLaMentira #Mociondecensura",1221775892462145536,0,0,0,0,0,1297507563412619264,"2020-08-23T12:14:44.000Z",249122306,"No Error",0.743089,0.45895407,0.7090544,0.010369381,"Argentina",NA,NA,"2020-08-23",1,1,0,0,1,1,0,0
50498,1,0,1,19,9,10,0,FALSE,"es",1297871140149506048,"retweeted","Si vez ""Envidia de los fachas"" eres oficialmente un bot podemita  humano y éres de esos tarados que dicen ""Ponga un Simón en su vida"" No tienes vida. Eres carnita de cañón.#ChepasGate #mujerflorero #GobiernoDePayasos #chavismoespañol",171083554,0,0,0,0,0,1297871144708644864,"2020-08-24T12:19:28.000Z",171083554,"No Error",0.65996873,0.35368225,0.72756535,0.01940071,"Argentina",NA,NA,"2020-08-24",1,0,0,0,1,1,0,0
50502,1,0,1,19,11,16,0,FALSE,"es",1297537794236198912,"retweeted","@fargosi De tanto consumir caca los Kirchneristas tienen el cerebro lleno de mierda, tienen materia marrón, no gris. Entonces “piensan” así. #Rizzo #Solange #GobiernoDePayasos #GobiernoDeAsesinos #AlbertoFernandez #SeVan",364450950,0,0,0,0,0,1297870147651280896,"2020-08-24T12:15:31.000Z",254599256,"No Error",0.78855824,0.61260825,0.802824,0.04524883,"Argentina",NA,NA,"2020-08-24",1,1,0,0,1,1,1,0
50642,1,0,1,5,6,0,0,FALSE,"es",1297954421679292416,"retweeted","@vikidonda Sos una maquina de decir (y hacer) boludeces. En este GOBIERNO DE PAYASOS vos serias la “Mujer Barbuda”?  #ElPeorPresidenteDeLaHistoria #ElPeorGobiernoDeLaHistoria #GobiernoDePayasos",814961221719957504,0,0,0,0,0,1298013666172981248,"2020-08-24T21:45:48.000Z",179675345,"No Error",0.6611249,0.35368225,0.72868866,0.013269233,"Argentina",NA,NA,"2020-08-24",1,0,0,0,1,1,0,0
50675,1,0,1,15,8,10,0,FALSE,"es",1297971201709682688,"retweeted","@AgriculturaFM Son un chiste, pero puta que les gustó bajarse los pantalones con el asesino de 2 ancianos  @jbellolio lo único que les faltó fue hacerle un queque #GobiernoDePayasos #YoApoyoACamioneros",327149221,0,0,1,0,0,1298005441159495680,"2020-08-24T21:13:07.000Z",36409216,"No Error",0.76197964,0.52891463,0.755201,0.13815513,"Argentina",NA,NA,"2020-08-24",1,1,0,0,1,1,0,0
